ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,termDeposit
T4328,32,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1046,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1
T4329,38,admin.,married,university.degree,no,no,no,cellular,aug,tue,178,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
T4330,33,blue-collar,single,basic.4y,no,yes,yes,cellular,apr,thu,460,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
T4331,26,blue-collar,single,university.degree,no,yes,no,cellular,may,tue,139,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
T4332,38,technician,married,university.degree,no,yes,no,cellular,aug,wed,220,5,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,0
T4333,55,admin.,married,basic.4y,no,no,no,cellular,apr,fri,198,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T4334,27,self-employed,single,university.degree,no,no,no,telephone,jun,fri,911,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,1
T4335,40,technician,married,professional.course,no,no,no,telephone,may,tue,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4336,32,blue-collar,married,basic.4y,no,no,no,telephone,sep,wed,606,3,3,4,success,-1.1,94.199,-37.5,0.88,4963.6,1
T4337,42,admin.,married,high.school,no,yes,yes,telephone,oct,fri,103,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,1
T4338,38,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,693,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
T4339,36,housemaid,divorced,basic.9y,unknown,yes,no,cellular,nov,wed,107,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
T4340,21,student,single,basic.9y,no,yes,no,cellular,jul,tue,209,2,999,0,nonexistent,-1.7,94.215,-40.3,0.797,4991.6,1
T4341,41,admin.,single,university.degree,no,yes,no,cellular,nov,thu,80,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T4342,28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,771,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,1
T4343,33,services,single,high.school,no,yes,no,cellular,apr,mon,44,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
T4344,45,unemployed,married,high.school,no,no,no,cellular,sep,wed,1081,2,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,1
T4345,43,housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,183,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T4346,34,services,married,high.school,no,no,no,telephone,may,thu,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
T4347,37,technician,single,high.school,no,yes,yes,cellular,aug,wed,763,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
T4348,34,technician,single,professional.course,no,no,no,cellular,mar,fri,229,1,999,0,nonexistent,-1.8,92.843,-50,1.726,5099.1,1
T4349,43,admin.,married,high.school,no,no,yes,cellular,dec,mon,415,2,8,2,failure,-3,92.713,-33,0.717,5023.5,1
T4350,37,technician,married,university.degree,no,yes,no,cellular,aug,mon,187,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,1
T4351,33,admin.,single,university.degree,no,yes,no,cellular,jun,tue,251,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
T4352,41,admin.,single,high.school,unknown,yes,no,telephone,may,mon,54,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
T4353,46,blue-collar,divorced,professional.course,no,yes,no,cellular,aug,wed,192,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
T4354,28,blue-collar,single,basic.6y,no,no,no,cellular,may,wed,863,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
T4355,35,admin.,married,university.degree,no,yes,yes,cellular,may,thu,165,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
T4356,33,admin.,divorced,university.degree,no,no,no,cellular,may,wed,699,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
T4357,33,technician,single,university.degree,no,yes,no,cellular,sep,thu,463,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
T4358,58,management,married,university.degree,no,no,no,cellular,may,thu,289,1,3,4,success,-1.8,93.876,-40,0.683,5008.7,1
T4359,38,housemaid,married,basic.6y,no,yes,no,cellular,aug,thu,256,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
T4360,36,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,402,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4361,52,management,divorced,university.degree,no,no,yes,telephone,may,tue,116,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4362,38,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,70,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
T4363,39,services,single,high.school,unknown,yes,yes,telephone,jun,mon,563,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1
T4364,37,technician,single,basic.9y,unknown,no,yes,telephone,may,tue,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
T4365,61,admin.,married,university.degree,no,yes,no,cellular,apr,wed,183,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T4366,40,admin.,single,high.school,no,no,no,cellular,may,mon,18,5,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
T4367,80,retired,divorced,basic.4y,no,no,yes,cellular,jul,thu,169,2,6,2,success,-1.7,94.215,-40.3,0.899,4991.6,1
T4368,34,entrepreneur,single,professional.course,no,no,no,telephone,may,tue,290,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4369,37,management,married,university.degree,no,yes,no,cellular,oct,thu,150,3,5,5,success,-1.1,94.601,-49.5,1.025,4963.6,1
T4370,45,management,single,basic.9y,no,yes,no,telephone,jun,fri,294,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
T4371,57,admin.,single,high.school,no,unknown,unknown,telephone,may,mon,102,7,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
T4372,33,technician,single,professional.course,no,no,no,cellular,apr,mon,69,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T4373,59,retired,married,basic.9y,no,no,no,telephone,jun,thu,297,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
T4374,31,services,married,professional.course,unknown,no,yes,cellular,aug,wed,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
T4375,33,entrepreneur,married,basic.9y,no,yes,yes,telephone,jul,wed,85,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
T4376,39,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,650,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,1
T4377,31,admin.,single,university.degree,no,no,no,telephone,aug,tue,387,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
T4378,48,technician,married,professional.course,no,yes,no,cellular,oct,thu,235,1,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0
T4379,72,retired,married,basic.4y,no,yes,no,cellular,may,wed,443,4,999,0,nonexistent,-1.8,93.876,-40,0.672,5008.7,1
T4380,27,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,209,12,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
T4381,41,admin.,divorced,university.degree,no,no,no,cellular,nov,mon,57,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
T4382,38,technician,single,high.school,no,yes,no,cellular,mar,fri,292,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1
T4383,30,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4384,42,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,thu,52,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
T4385,26,services,single,high.school,no,yes,no,cellular,may,mon,244,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
T4386,32,entrepreneur,married,high.school,unknown,no,no,telephone,jun,wed,850,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
T4387,35,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,263,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
T4388,43,unemployed,married,high.school,no,yes,no,telephone,may,thu,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
T4389,29,admin.,married,basic.6y,no,no,yes,telephone,may,wed,376,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4390,45,admin.,married,high.school,no,yes,no,telephone,may,thu,695,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,1
T4391,45,services,single,basic.9y,unknown,no,yes,cellular,jul,mon,236,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
T4392,27,technician,single,professional.course,no,yes,yes,telephone,jun,mon,522,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
T4393,47,services,divorced,high.school,no,yes,no,telephone,may,tue,313,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4394,50,admin.,married,university.degree,no,no,no,cellular,jun,mon,269,1,3,1,success,-2.9,92.963,-40.8,1.215,5076.2,1
T4395,26,services,single,high.school,no,yes,no,cellular,jul,wed,190,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
T4396,31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,522,1,6,1,success,-0.1,93.2,-42,4.12,5195.8,1
T4397,17,student,single,basic.9y,no,unknown,unknown,cellular,aug,fri,498,2,999,1,failure,-2.9,92.201,-31.4,0.869,5076.2,1
T4398,32,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,11,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
T4399,47,entrepreneur,married,university.degree,no,yes,no,cellular,aug,tue,641,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
T4400,52,technician,married,professional.course,no,yes,no,cellular,nov,fri,632,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,0
T4401,47,blue-collar,married,professional.course,no,yes,no,cellular,jul,fri,175,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,1
T4402,36,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1344,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
T4403,49,housemaid,divorced,basic.4y,no,no,no,telephone,jun,fri,114,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
T4404,46,admin.,single,university.degree,no,yes,no,telephone,jul,fri,199,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
T4405,29,technician,single,professional.course,unknown,no,no,cellular,nov,thu,128,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
T4406,48,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,862,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1
T4407,77,retired,married,university.degree,no,yes,no,telephone,may,wed,372,1,3,4,success,-1.8,93.876,-40,0.682,5008.7,1
T4408,27,admin.,single,unknown,no,yes,no,cellular,mar,mon,247,3,6,2,success,-1.8,93.369,-34.8,0.639,5008.7,1
T4409,38,blue-collar,married,professional.course,unknown,no,no,cellular,may,mon,388,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
T4410,46,technician,married,professional.course,no,yes,no,telephone,may,tue,34,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
T4411,44,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,374,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
T4412,44,services,single,high.school,no,no,no,cellular,apr,fri,276,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
T4413,56,technician,divorced,university.degree,no,no,no,cellular,nov,fri,178,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1
T4414,37,blue-collar,married,high.school,no,yes,no,cellular,may,fri,466,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
T4415,35,admin.,single,high.school,no,no,no,cellular,may,fri,282,5,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
T4416,27,admin.,single,university.degree,no,no,no,cellular,aug,fri,562,2,3,3,success,-1.7,94.027,-38.3,0.905,4991.6,1
T4417,46,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,mon,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4418,50,admin.,married,basic.9y,no,no,no,cellular,aug,thu,23,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
T4419,52,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,182,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
T4420,36,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,191,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
T4421,56,admin.,married,high.school,no,yes,no,telephone,jun,wed,375,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
T4422,37,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,97,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
T4423,38,housemaid,married,university.degree,no,no,no,telephone,jun,mon,100,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
T4424,29,admin.,single,high.school,no,yes,no,cellular,may,thu,566,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
T4425,45,technician,married,university.degree,no,no,no,telephone,jun,wed,142,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
T4426,65,housemaid,married,basic.4y,no,unknown,unknown,cellular,oct,tue,759,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1
T4427,50,blue-collar,married,basic.6y,no,yes,no,cellular,sep,wed,92,3,999,1,failure,-3.4,92.379,-29.8,0.768,5017.5,0
T4428,30,entrepreneur,single,high.school,no,yes,no,telephone,jul,tue,501,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
T4429,44,unemployed,divorced,high.school,unknown,yes,no,telephone,may,wed,269,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
T4430,30,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,mon,242,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
T4431,33,services,married,professional.course,no,no,no,cellular,jul,wed,782,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
T4432,29,admin.,single,high.school,no,unknown,unknown,cellular,jul,wed,183,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T4433,29,admin.,single,university.degree,no,yes,no,telephone,aug,fri,59,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
T4434,31,management,married,university.degree,no,no,no,cellular,aug,mon,34,11,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
T4435,65,management,married,university.degree,no,yes,no,cellular,jul,mon,183,1,999,2,failure,-1.7,94.215,-40.3,0.889,4991.6,1
T4436,30,technician,married,university.degree,no,yes,no,telephone,may,tue,683,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,1
T4437,34,technician,married,university.degree,no,yes,no,cellular,apr,thu,193,2,8,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
T4438,34,services,married,high.school,no,no,no,telephone,may,mon,962,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4439,57,management,married,professional.course,unknown,yes,no,telephone,may,mon,144,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4440,48,admin.,divorced,university.degree,no,no,no,cellular,may,mon,17,5,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
T4441,28,management,single,university.degree,no,yes,no,cellular,jun,thu,169,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,1
T4442,62,retired,married,high.school,no,no,no,cellular,oct,wed,207,1,6,1,success,-3.4,92.431,-26.9,0.724,5017.5,1
T4443,25,blue-collar,single,basic.6y,no,no,no,cellular,mar,tue,228,4,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1
T4444,28,services,single,high.school,no,yes,yes,cellular,may,wed,562,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
T4445,40,blue-collar,married,high.school,no,no,no,cellular,apr,tue,245,8,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
T4446,40,technician,married,professional.course,no,no,yes,cellular,aug,fri,82,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
T4447,32,admin.,married,university.degree,no,no,no,cellular,jun,tue,596,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
T4448,24,admin.,single,high.school,no,no,yes,cellular,jul,tue,210,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
T4449,34,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,fri,415,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1
T4450,54,self-employed,married,basic.9y,no,yes,no,cellular,nov,tue,139,4,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
T4451,32,technician,divorced,professional.course,no,yes,yes,cellular,mar,tue,460,1,999,0,nonexistent,-1.8,92.843,-50,1.556,5099.1,1
T4452,27,student,single,university.degree,unknown,no,no,telephone,may,fri,867,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
T4453,71,retired,married,professional.course,no,yes,yes,telephone,nov,tue,383,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,1
T4454,70,retired,married,basic.4y,no,no,no,cellular,apr,wed,86,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0
T4455,56,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,118,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
T4456,37,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,438,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
T4457,42,management,married,university.degree,unknown,no,no,cellular,apr,fri,981,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T4458,44,blue-collar,married,basic.6y,no,no,yes,cellular,aug,tue,177,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
T4459,52,services,married,high.school,unknown,no,no,cellular,jul,thu,200,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T4460,52,technician,married,professional.course,no,yes,no,cellular,jun,mon,268,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
T4461,53,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,659,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
T4462,18,student,single,unknown,no,yes,no,cellular,may,tue,489,1,6,1,success,-1.8,93.876,-40,0.668,5008.7,1
T4463,78,retired,married,unknown,no,no,no,cellular,mar,thu,272,1,6,2,success,-1.8,93.369,-34.8,0.635,5008.7,1
T4464,28,student,single,basic.9y,no,yes,no,cellular,aug,wed,178,1,0,1,success,-1.7,94.027,-38.3,0.9,4991.6,1
T4465,32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,206,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
T4466,29,technician,single,basic.9y,no,yes,no,cellular,nov,wed,648,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
T4467,29,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,667,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
T4468,49,admin.,married,basic.6y,no,yes,no,cellular,apr,wed,805,2,999,1,failure,-1.8,93.075,-47.1,1.498,5099.1,1
T4469,29,admin.,single,university.degree,no,yes,no,telephone,jun,mon,164,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
T4470,34,admin.,married,university.degree,no,yes,no,cellular,aug,fri,201,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
T4471,32,technician,married,professional.course,no,yes,no,cellular,aug,wed,641,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1
T4472,41,unknown,single,unknown,unknown,no,no,telephone,jun,mon,242,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
T4473,37,technician,married,professional.course,no,no,yes,telephone,may,thu,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
T4474,41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4475,31,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,196,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
T4476,52,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,245,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
T4477,41,admin.,single,high.school,no,no,no,cellular,may,mon,722,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
T4478,34,technician,married,unknown,no,no,no,cellular,nov,tue,206,1,6,2,success,-1.1,94.767,-50.8,1.046,4963.6,1
T4479,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,761,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1
T4480,34,services,single,basic.9y,no,no,no,telephone,may,mon,730,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4481,35,admin.,married,high.school,no,yes,no,cellular,apr,wed,1190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1
T4482,35,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
T4483,43,technician,married,professional.course,no,no,no,telephone,may,fri,265,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
T4484,32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,47,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
T4485,32,self-employed,married,university.degree,no,no,no,cellular,nov,thu,707,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1
T4486,46,blue-collar,married,basic.4y,unknown,yes,yes,cellular,nov,thu,60,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T4487,20,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri,87,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
T4488,23,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,672,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1
T4489,30,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,151,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
T4490,78,retired,married,basic.4y,no,no,no,cellular,jul,mon,1148,1,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1
T4491,35,technician,married,professional.course,no,yes,no,telephone,may,wed,67,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
T4492,40,admin.,single,basic.9y,no,yes,no,cellular,may,thu,356,1,2,3,success,-1.8,93.876,-40,0.683,5008.7,1
T4493,59,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,wed,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T4494,53,technician,married,unknown,no,no,no,cellular,nov,fri,138,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
T4495,44,technician,single,professional.course,no,yes,yes,cellular,jul,thu,123,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
T4496,34,admin.,married,high.school,no,no,yes,cellular,jul,wed,432,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T4497,20,student,single,unknown,no,yes,no,telephone,may,wed,510,4,999,0,nonexistent,-1.8,93.876,-40,0.672,5008.7,1
T4498,51,unemployed,married,high.school,no,no,no,telephone,jun,thu,93,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
T4499,40,technician,married,basic.9y,no,no,no,telephone,nov,wed,319,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
T4500,37,technician,married,professional.course,no,yes,no,cellular,jul,fri,328,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
T4501,33,self-employed,single,university.degree,no,no,no,telephone,may,fri,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4502,58,admin.,married,university.degree,no,no,no,cellular,aug,mon,129,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
T4503,43,technician,married,unknown,no,yes,no,telephone,may,mon,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4504,30,services,married,high.school,no,yes,no,cellular,jul,mon,559,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
T4505,56,technician,married,basic.4y,no,no,no,cellular,may,wed,776,3,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,1
T4506,66,retired,married,unknown,no,no,no,cellular,aug,wed,147,2,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,1
T4507,35,admin.,single,university.degree,no,no,no,cellular,aug,tue,199,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
T4508,23,student,single,high.school,no,no,yes,cellular,oct,fri,380,1,3,1,success,-1.1,94.601,-49.5,1.029,4963.6,1
T4509,56,admin.,divorced,unknown,unknown,no,no,telephone,may,mon,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T4510,35,services,married,high.school,unknown,no,no,telephone,may,thu,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
T4511,50,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,635,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
T4512,28,blue-collar,single,basic.9y,no,yes,yes,cellular,may,tue,637,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1
T4513,55,management,married,university.degree,no,no,no,cellular,apr,fri,171,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T4514,38,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,391,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
T4515,64,admin.,married,high.school,no,yes,no,cellular,oct,fri,427,1,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,1
T4516,31,admin.,single,university.degree,no,yes,no,cellular,jun,tue,282,2,13,1,success,-2.9,92.963,-40.8,1.262,5076.2,1
T4517,72,retired,married,basic.6y,no,yes,yes,cellular,oct,thu,189,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1
T4518,33,services,single,university.degree,unknown,no,no,telephone,jun,mon,747,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1
T4519,57,management,married,university.degree,no,no,no,cellular,mar,mon,341,2,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,1
T4520,60,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,138,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
T4521,24,student,single,university.degree,no,no,no,cellular,apr,mon,139,2,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0
